,Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received,Gls 90,Ast 90,G+A 90,G-PK 90,G+A-PK,xG 90,xAG 90,xG+xAG,npxG 90,npxG+xAG 90,Matches,A-xAG,Crosses into Penalty Area,Key Passes,Long Passes Attempted,Long Passes Completed,Long Passes Success %,Medium Passes Attempted,Medium Passes Completed,Medium Passes Success %,Passes into Final Third,Passes into Penalty Area,Progressive Passing Distance,Short Passes Attenpted,Short Passes Completed,Short Passes Success %,Total Passes Attempted,Total Passes Completed,Total Passes Success %,Total Passing Distance,xA,Corner Kick Outward,Corner Kick Straight,Corner Kicks,Corner Kicks Inward,Crosses,Dead-ball Passes,Free Kicks Passes,Live-ball Passes,Passes Blocked by Opponent,Passes Completed,Passes Offside,Switches,Through Balls,Throw Ins,% Dribblers Tackled,Challenges Lost,Clearances,Defensive Errors,Dribblers Tackled,Dribbles Challenged,Interceptions,Passes Blocked,Shots Blocked,Tackles,Tackles Att 3rd,Tackles Def 3rd,Tackles Mid 3rd,Tackles Won,Tackles+Interceptions,Total Blocks
650,626,Andrés Roa,co COL,"FW,MF",CA Huracán,30-339,1993,5,3,190,2.1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,8,11,21,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.25,0.18,0.25,Matches,-0.1,2,4,7,3,42.9,20,12,60.0,9,5,214,41,37,90.2,73,54,74.0,716,0.3,0,0,2,2,8,3,1,70,1,54,0,0,1,0,100.0,0,0,0,2,2,0,2,0,2,1,0,1,2,2,2
651,627,Agustín Rodríguez,ar ARG,"MF,FW",Lanús,19-362,2004,6,1,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,7,10,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches,0.0,0,1,7,1,14.3,15,9,60.0,2,3,157,25,23,92.0,51,35,68.6,463,0.1,2,0,3,0,7,8,0,43,2,35,0,0,0,5,40.0,3,3,0,2,5,1,3,0,2,0,1,1,1,3,3
652,628,Alan Rodríguez,py PAR,"DF,FW",Rosario Cent,23-257,2000,10,5,504,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.5,9,31,39,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,-0.3,4,8,44,16,36.4,126,97,77.0,25,6,1310,132,121,91.7,318,236,74.2,3933,0.3,3,0,3,0,21,53,8,265,11,236,0,3,0,42,57.1,3,19,0,4,7,3,3,2,8,1,2,5,7,11,5
653,629,Alan Rodríguez,uy URU,MF,Argentinos Jun,24-094,2000,4,4,314,3.5,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,15,14,13,0.29,0.00,0.29,0.29,0.29,0.20,0.04,0.25,0.20,0.25,Matches,-0.2,1,4,20,12,60.0,36,29,80.6,9,4,539,82,70,85.4,151,116,76.8,1769,0.2,0,0,0,0,7,8,1,143,3,116,0,1,0,5,50.0,5,3,0,5,10,7,5,1,13,0,5,8,6,20,6
654,630,Gregorio Rodríguez,ar ARG,FW,Instituto,24-102,2000,1,1,39,0.4,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches,0.0,0,0,0,0,,2,0,0.0,0,0,12,2,2,100.0,8,2,25.0,18,0.0,0,0,0,0,2,0,0,7,2,2,1,0,0,0,100.0,0,0,0,1,1,0,1,0,2,0,1,1,1,2,1
655,631,Ignacio Rodríguez,ar ARG,MF,Banfield,22-066,2002,14,14,1074,11.9,1,1,2,1,0,0,2,0,2.0,2.0,0.9,2.9,25,23,67,0.08,0.08,0.17,0.08,0.17,0.17,0.07,0.24,0.17,0.24,Matches,+0.1,3,17,62,26,41.9,144,94,65.3,18,5,1316,153,131,85.6,404,261,64.6,4369,1.8,27,0,38,7,92,67,24,336,26,261,1,0,0,3,50.0,14,7,0,14,28,4,14,3,26,2,10,14,15,30,17
656,632,Juan Rodríguez,ar ARG,DF,Talleres,30-060,1994,9,7,644,7.2,2,0,2,2,0,0,2,0,1.3,1.3,0.2,1.6,4,25,0,0.28,0.00,0.28,0.28,0.28,0.19,0.03,0.22,0.19,0.22,Matches,-0.2,0,1,68,41,60.3,181,160,88.4,20,0,2326,92,82,89.1,348,285,81.9,6043,0.1,0,0,0,0,0,14,13,333,0,285,1,4,1,1,54.5,5,49,0,6,11,10,7,6,16,1,9,6,9,26,13
657,633,Lucas Rodríguez,ar ARG,"DF,MF",Instituto,30-214,1993,5,4,301,3.3,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.2,6,19,20,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches,-0.2,1,6,29,9,31.0,39,26,66.7,12,6,808,61,57,93.4,137,93,67.9,1546,0.4,7,0,8,1,18,39,2,98,4,93,0,0,0,29,100.0,0,10,0,3,3,3,4,0,6,1,2,3,2,9,4
658,634,Maximiliano Rodríguez,ar ARG,"DF,MF",Deportivo Riestra,36-074,1988,12,6,609,6.8,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,2,16,11,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches,-0.5,1,5,51,20,39.2,77,52,67.5,12,3,1315,61,46,75.4,202,119,58.9,2408,0.5,2,0,4,1,15,63,7,139,11,119,0,0,1,52,55.6,4,13,1,5,9,12,10,1,15,1,9,5,11,27,11
659,635,Salomón Rodríguez,uy URU,FW,Godoy Cruz,24-072,2000,10,6,420,4.7,0,0,0,0,0,0,0,0,0.7,0.7,0.5,1.1,2,6,22,0.00,0.00,0.00,0.00,0.00,0.14,0.10,0.24,0.14,0.24,Matches,-0.5,0,6,3,2,66.7,18,13,72.2,4,1,124,41,29,70.7,75,46,61.3,602,0.1,0,0,0,0,6,9,0,66,8,46,0,0,0,1,0.0,1,5,0,0,1,0,3,2,7,2,0,5,5,7,5
660,636,Santiago Rodriguez,ar ARG,"FW,MF",Instituto,26-249,1997,11,0,200,2.2,2,0,2,1,1,1,3,0,2.0,1.2,0.6,1.9,14,8,23,0.90,0.00,0.90,0.45,0.45,0.90,0.29,1.19,0.55,0.84,Matches,-0.6,0,4,14,6,42.9,31,21,67.7,6,1,283,35,22,62.9,92,53,57.6,929,1.2,2,1,4,1,17,11,4,80,7,53,1,1,1,3,0.0,3,0,0,0,3,0,2,0,1,1,0,0,1,1,2
661,637,Walter Rodríguez,py PAR,MF,Tigre,28-204,1995,5,2,156,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,0.0,0,1,13,9,69.2,28,22,78.6,5,0,398,33,28,84.8,81,61,75.3,1141,0.0,0,0,0,0,0,2,2,77,2,61,2,0,0,0,44.4,5,4,0,4,9,3,2,2,11,0,6,5,5,14,4
662,638,Yonatan Rodríguez,uy URU,MF,Gimnasia ELP,30-302,1993,10,6,538,6.0,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,2,27,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches,-0.2,1,3,41,32,78.0,85,69,81.2,22,2,998,74,59,79.7,216,164,75.9,3404,0.2,0,0,0,0,3,12,11,204,6,164,0,10,0,1,46.2,7,14,1,6,13,1,4,2,14,1,5,8,11,15,6
663,639,Manuel Roffo,ar ARG,GK,Instituto,24-024,2000,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,-0.2,0,4,266,112,42.1,88,85,96.6,14,0,7025,22,21,95.5,379,219,57.8,8318,0.1,0,0,0,0,0,148,28,229,0,219,2,0,0,0,,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
664,640,Ariel Rojas,ar ARG,MF,Belgrano,38-103,1986,2,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,2,2,100.0,6,5,83.3,5,0,120,6,5,83.3,17,13,76.5,227,0.0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0.0,3,4,0,0,3,4,1,0,0,0,0,0,0,4,1
665,641,Gabriel Rojas,ar ARG,DF,Racing Club,26-311,1997,11,11,904,10.0,0,2,2,0,0,0,0,0,0.3,0.3,1.3,1.6,25,37,63,0.00,0.20,0.20,0.00,0.20,0.03,0.13,0.16,0.03,0.16,Matches,+0.7,6,13,60,24,40.0,171,124,72.5,24,11,1989,195,170,87.2,461,327,70.9,5389,1.0,3,0,8,3,45,98,6,360,18,327,3,4,1,84,45.8,13,19,0,11,24,6,9,2,20,1,11,8,16,26,11
666,642,Marcos Rojo,ar ARG,DF,Boca Juniors,34-039,1990,4,3,297,3.3,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,0,9,1,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches,0.0,0,0,31,17,54.8,89,76,85.4,3,0,1143,69,67,97.1,194,163,84.0,3059,0.0,0,0,0,0,0,4,4,189,1,163,1,3,0,0,75.0,1,11,0,3,4,1,2,0,3,0,2,1,2,4,2
667,643,Esteban Rolón,ar ARG,MF,Belgrano,29-034,1995,10,9,659,7.3,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,13,28,14,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,-0.2,0,4,28,18,64.3,70,55,78.6,18,6,690,94,76,80.9,220,155,70.5,2543,0.4,0,0,0,0,7,5,4,213,12,155,2,2,3,0,53.8,6,7,0,7,13,3,6,1,17,3,5,9,9,20,7
668,644,Jhohan Romaña,co COL,DF,San Lorenzo,25-228,1998,13,12,1109,12.3,0,0,0,0,0,0,3,0,0.5,0.5,0.8,1.3,4,37,3,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches,-0.8,2,6,66,42,63.6,210,186,88.6,21,2,2508,132,110,83.3,423,341,80.6,6712,0.6,0,0,0,0,4,20,17,402,5,341,1,3,1,3,68.2,7,54,0,15,22,19,3,12,23,0,16,7,12,42,15
669,645,Braian Romero,ar ARG,FW,Vélez Sarsfield,32-318,1991,14,14,1073,11.9,4,1,5,4,0,0,4,0,3.8,3.8,0.3,4.1,13,8,59,0.34,0.08,0.42,0.34,0.42,0.32,0.02,0.34,0.32,0.34,Matches,+0.7,0,5,7,3,42.9,37,26,70.3,6,1,260,91,64,70.3,160,103,64.4,1299,0.3,0,0,0,0,6,16,0,143,7,103,1,1,0,3,30.0,7,12,0,3,10,1,6,1,16,3,3,10,9,17,7
670,646,Franco Romero,ar ARG,"MF,FW",Defensa y Just,24-005,2000,6,1,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,5,3,60.0,26,23,88.5,4,0,168,33,31,93.9,69,60,87.0,950,0.0,0,0,0,0,0,0,0,69,1,60,0,2,0,0,57.1,3,6,1,4,7,2,3,0,6,0,2,4,4,8,3
671,647,José Romero,ar ARG,FW,Talleres,21-034,2003,3,0,57,0.6,0,0,0,0,0,0,0,0,1.4,1.4,0.0,1.4,1,2,3,0.00,0.00,0.00,0.00,0.00,2.25,0.03,2.28,2.25,2.28,Matches,0.0,0,1,0,0,,5,3,60.0,1,1,30,10,7,70.0,17,12,70.6,118,0.0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
672,648,Maximiliano Romero,ar ARG,FW,Argentinos Jun,25-110,1999,14,13,1002,11.1,6,2,8,6,0,0,1,0,4.7,4.7,2.1,6.8,8,15,45,0.54,0.18,0.72,0.54,0.72,0.42,0.19,0.61,0.42,0.61,Matches,-0.1,1,14,12,5,41.7,27,22,81.5,13,6,433,85,66,77.6,136,95,69.9,1335,0.7,0,0,0,0,5,9,0,125,5,95,2,0,1,2,25.0,9,12,0,3,12,4,3,0,6,1,4,1,3,10,3
673,649,Nicolás Romero,ar ARG,DF,Tucumán,20-152,2003,11,11,984,10.9,0,0,0,0,0,0,5,1,0.2,0.2,0.0,0.3,9,22,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,0.0,0,1,128,58,45.3,176,138,78.4,21,2,2827,75,61,81.3,395,260,65.8,6151,0.2,0,0,0,0,2,27,23,367,8,260,1,5,0,4,36.8,12,41,0,7,19,11,5,4,12,0,10,2,7,23,9
674,650,Sergio Romero,ar ARG,GK,Boca Juniors,37-066,1987,11,10,965,10.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,156,81,51.9,139,135,97.1,4,0,4815,45,44,97.8,343,262,76.4,6964,0.0,0,0,0,0,0,69,26,274,1,262,0,2,0,0,100.0,0,6,2,1,1,0,0,0,1,0,1,0,1,1,0
675,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
676,651,Silvio Romero,ar ARG,"FW,MF",Instituto,35-281,1988,11,5,441,4.9,0,1,1,0,0,0,0,0,0.7,0.7,0.4,1.1,6,8,36,0.00,0.20,0.20,0.00,0.20,0.14,0.09,0.23,0.14,0.23,Matches,+0.6,0,5,6,3,50.0,38,29,76.3,7,4,307,55,43,78.2,114,77,67.5,1176,0.6,0,0,0,0,6,6,1,106,5,77,2,0,0,1,33.3,2,3,0,1,3,0,1,0,4,0,4,0,2,4,1
677,652,Zaid Romero,ar ARG,DF,Estudiantes,24-135,1999,12,12,1079,12.0,1,0,1,1,0,0,1,1,0.4,0.4,0.1,0.5,7,49,2,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04,Matches,-0.1,0,1,75,53,70.7,319,291,91.2,29,1,4202,182,169,92.9,598,518,86.6,10006,0.1,0,0,0,0,1,20,17,576,11,518,2,2,0,3,71.4,4,48,0,10,14,16,4,8,21,1,11,9,16,37,12
678,653,Siro Rosane,ar ARG,MF,Barracas Central,23-326,2000,14,14,1115,12.4,1,1,2,1,0,0,1,0,0.7,0.7,0.2,0.9,6,38,10,0.08,0.08,0.16,0.08,0.16,0.06,0.01,0.07,0.06,0.07,Matches,+0.8,0,3,56,38,67.9,179,161,89.9,21,4,2261,222,204,91.9,490,416,84.9,6986,0.2,0,0,0,0,2,24,23,464,14,416,2,7,0,1,40.7,16,17,1,11,27,11,11,6,25,1,11,13,13,36,17
679,654,Agustín Ruberto,ar ARG,FW,River Plate,18-105,2006,7,0,153,1.7,1,0,1,1,0,0,0,0,1.6,1.6,0.0,1.7,2,1,4,0.59,0.00,0.59,0.59,0.59,0.95,0.03,0.97,0.95,0.97,Matches,0.0,0,1,1,0,0.0,3,3,100.0,0,0,32,14,10,71.4,21,14,66.7,173,0.1,0,0,0,0,0,2,0,19,1,14,0,0,0,0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2
680,655,Tobías Rubio,ar ARG,DF,Racing Club,19-276,2004,9,6,589,6.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,1,11,6,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,0.0,0,0,40,24,60.0,104,85,81.7,8,0,1266,96,93,96.9,258,208,80.6,3752,0.0,0,0,0,0,2,32,2,225,7,208,1,4,0,30,44.4,10,18,0,8,18,9,4,2,11,0,8,3,9,20,6
681,656,Matías Ruíz Díaz,ar ARG,"DF,FW",Independiente Rivadavia,27-232,1996,7,6,523,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,6,18,26,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,-0.1,1,2,39,14,35.9,65,47,72.3,17,1,1126,106,88,83.0,229,153,66.8,2473,0.1,0,0,0,0,25,33,0,195,10,153,1,0,0,33,44.4,5,12,0,4,9,2,4,3,10,0,8,2,4,12,7
682,657,Javier Ruiz,,MF,Independiente,,,3,1,107,1.2,0,0,0,0,0,0,0,1,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,,,,,,1,,
683,658,Ramiro Ruiz,ar ARG,FW,Talleres,24-038,2000,5,2,163,1.8,0,1,1,0,0,0,0,0,0.5,0.5,1.0,1.5,6,6,12,0.00,0.55,0.55,0.00,0.55,0.26,0.58,0.84,0.26,0.84,Matches,0.0,2,3,6,4,66.7,13,7,53.8,3,3,146,20,13,65.0,41,24,58.5,454,0.7,0,0,0,0,5,1,0,40,0,24,0,1,0,1,0.0,1,5,0,0,1,3,1,0,1,0,0,1,0,4,1
684,659,Facundo Russo,ar ARG,MF,Platense,23-238,2000,4,3,218,2.4,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,1,,,,,,,4,,
685,660,Ignacio Russo,ar ARG,"FW,MF",Instituto,23-137,2000,13,6,591,6.6,1,0,1,1,0,0,1,0,2.5,2.5,0.8,3.3,6,16,31,0.15,0.00,0.15,0.15,0.15,0.38,0.12,0.50,0.38,0.50,Matches,-0.8,2,7,8,5,62.5,43,27,62.8,8,5,290,50,31,62.0,120,68,56.7,1058,0.4,0,0,0,0,12,1,0,117,6,68,2,0,0,1,0.0,7,5,0,0,7,5,3,1,3,1,0,2,1,8,4
686,661,Juan Saborido,ar ARG,DF,Platense,26-003,1998,10,10,869,9.7,1,1,2,1,0,0,2,0,0.4,0.4,0.6,1.0,15,23,30,0.10,0.10,0.21,0.10,0.21,0.04,0.06,0.10,0.04,0.10,Matches,+0.4,2,6,41,13,31.7,138,77,55.8,21,6,1858,157,120,76.4,364,218,59.9,3250,0.3,0,0,0,0,27,106,3,254,10,218,4,2,0,103,45.0,11,25,0,9,20,6,13,3,27,3,14,10,15,33,16
687,662,Maximiliano Salas,ar ARG,FW,Racing Club,26-149,1997,14,10,862,9.6,1,0,1,1,0,0,2,0,1.3,1.3,0.9,2.2,22,17,62,0.10,0.00,0.10,0.10,0.10,0.14,0.09,0.23,0.14,0.23,Matches,-0.9,2,8,22,16,72.7,58,31,53.4,8,9,435,113,86,76.1,206,137,66.5,2264,0.6,0,0,1,0,25,9,1,196,4,137,1,4,1,2,60.0,6,12,0,9,15,1,11,1,17,5,4,8,13,18,12
688,663,Emiliano Saliadarre,ar ARG,MF,Independiente Rivadavia,21-359,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,2,0.00,0.00,0.00,0.00,0.00,1.06,0.00,1.06,1.06,1.06,Matches,0.0,0,0,1,0,0.0,1,0,0.0,0,0,0,1,1,100.0,3,1,33.3,11,0.0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
689,664,Oscar Salomón,ar ARG,DF,Platense,25-037,1999,4,2,192,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,3,9,1,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Matches,-0.2,0,1,8,4,50.0,39,28,71.8,5,0,542,49,42,85.7,98,74,75.5,1196,0.0,0,0,0,0,0,2,2,96,1,74,0,1,1,0,50.0,4,10,0,4,8,2,1,2,7,0,6,1,3,9,3
690,665,Brian Salvareschi,ar ARG,DF,Godoy Cruz,25-015,1999,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,0.0,0,0,36,21,58.3,48,37,77.1,9,2,849,24,21,87.5,111,79,71.2,1914,0.1,0,0,0,0,1,6,5,105,1,79,0,5,0,1,37.5,5,17,1,3,8,8,3,1,9,0,7,2,7,17,4
691,666,Mateo Sanabria,ar ARG,"MF,FW",CC Córdoba,20-028,2004,12,5,535,5.9,0,0,0,0,0,0,1,0,1.2,1.2,0.9,2.1,26,8,40,0.00,0.00,0.00,0.00,0.00,0.21,0.14,0.35,0.21,0.35,Matches,-0.9,2,6,17,5,29.4,34,17,50.0,7,3,329,43,31,72.1,107,56,52.3,790,0.5,0,0,0,0,23,1,0,106,9,56,0,0,0,1,27.8,13,1,0,5,18,3,11,0,11,4,2,5,10,14,11
692,667,Carlos Sánchez,co COL,"DF,MF",San Lorenzo,38-082,1986,4,4,345,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0,9,1,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13,Matches,-0.3,0,1,28,15,53.6,52,46,88.5,6,1,809,46,41,89.1,132,106,80.3,2051,0.0,0,0,0,0,0,7,7,125,2,106,0,3,0,0,25.0,3,13,1,1,4,3,1,3,7,0,5,2,5,10,4
693,668,Felipe Sánchez,ar ARG,DF,Gimnasia ELP,20-021,2004,9,8,754,8.4,3,0,3,3,0,0,1,0,0.7,0.7,0.0,0.8,2,20,2,0.36,0.00,0.36,0.36,0.36,0.09,0.00,0.09,0.09,0.09,Matches,0.0,0,2,77,37,48.1,126,109,86.5,21,0,1876,99,86,86.9,311,235,75.6,4617,0.1,0,0,0,0,2,12,10,299,3,235,0,6,0,2,68.4,6,33,1,13,19,6,5,8,17,0,15,2,11,23,13
694,669,Juan Sánchez Miño,ar ARG,"DF,FW",Tigre,34-118,1990,8,8,615,6.8,0,1,1,0,0,0,1,0,0.1,0.1,0.5,0.6,9,33,32,0.00,0.15,0.15,0.00,0.15,0.01,0.08,0.09,0.01,0.09,Matches,+0.5,3,10,66,29,43.9,152,117,77.0,32,6,2309,171,146,85.4,408,296,72.5,5229,0.4,2,0,2,0,19,89,13,317,9,296,2,8,0,74,56.3,14,7,1,18,32,4,7,2,30,1,18,11,20,34,9
695,670,Ulises Sánchez,ar ARG,"MF,FW",Belgrano,25-307,1998,12,11,995,11.1,4,3,7,4,0,0,0,0,1.8,1.8,2.7,4.4,19,58,39,0.36,0.27,0.63,0.36,0.63,0.16,0.24,0.40,0.16,0.40,Matches,+0.3,3,22,94,53,56.4,136,96,70.6,33,14,2026,105,86,81.9,368,241,65.5,5095,2.7,16,0,23,3,58,60,25,302,15,241,6,4,7,12,34.2,25,8,0,13,38,7,8,2,22,2,10,10,14,29,10
696,671,Nicolás Sansotre,ar ARG,DF,Deportivo Riestra,30-233,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,8,16,11,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches,-0.3,1,4,45,14,31.1,102,63,61.8,15,4,1243,82,61,74.4,239,142,59.4,2493,0.4,0,0,0,0,12,66,0,173,5,142,0,0,0,65,85.7,1,34,0,6,7,4,3,5,8,0,5,3,5,12,8
697,672,Agustín Sant'Anna,uy URU,DF,River Plate,26-214,1997,4,0,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.9,1.0,4,6,13,0.00,0.00,0.00,0.00,0.00,0.11,0.71,0.83,0.11,0.83,Matches,-0.9,2,4,18,7,38.9,33,29,87.9,7,3,545,18,15,83.3,71,51,71.8,1052,0.5,0,0,0,0,10,11,0,60,2,51,0,1,0,11,50.0,2,7,0,2,4,1,2,0,2,1,1,0,1,3,2
698,673,Thiago Santamaría,ar ARG,DF,Argentinos Jun,21-024,2003,10,9,736,8.2,1,0,1,1,0,0,1,0,0.1,0.1,0.3,0.3,10,32,15,0.12,0.00,0.12,0.12,0.12,0.01,0.03,0.04,0.01,0.04,Matches,-0.3,5,8,52,15,28.8,142,110,77.5,25,7,1791,166,135,81.3,374,263,70.3,4371,0.5,0,0,0,0,14,75,5,299,8,263,0,2,2,70,58.8,14,24,0,20,34,11,7,3,27,2,18,7,17,38,10
699,674,Mariano Santiago,ar ARG,MF,Godoy Cruz,22-333,2001,3,0,43,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,0,8,3,2.09,0.00,2.09,2.09,2.09,0.64,0.83,1.47,0.64,1.47,Matches,-0.4,1,3,2,1,50.0,16,15,93.8,7,2,195,15,15,100.0,35,32,91.4,543,0.1,0,0,0,0,1,0,0,35,0,32,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
700,675,Marcelo Saracchi,uy URU,DF,Boca Juniors,26-005,1998,4,2,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,11,16,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,0.0,2,0,23,14,60.9,44,33,75.0,6,2,465,64,53,82.8,144,104,72.2,1871,0.1,0,0,0,0,11,22,2,122,7,104,0,2,0,20,20.0,4,12,0,1,5,5,4,0,2,0,1,1,2,7,4
701,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
702,676,Jabes Saralegui,ar ARG,MF,Boca Juniors,21-118,2003,12,4,431,4.8,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,6,19,22,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.23,0.09,0.23,Matches,-0.7,2,7,32,23,71.9,67,49,73.1,10,4,713,89,68,76.4,201,143,71.1,2633,0.4,4,0,5,0,16,13,5,187,4,143,1,2,0,3,12.5,7,7,0,1,8,4,6,1,6,1,3,2,3,10,7
703,677,Rodrigo Saravia,uy URU,MF,Gimnasia ELP,23-255,2000,12,11,930,10.3,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.6,5,38,16,0.10,0.00,0.10,0.10,0.10,0.05,0.01,0.06,0.05,0.06,Matches,-0.1,0,4,48,34,70.8,129,111,86.0,26,2,1535,170,146,85.9,371,305,82.2,5179,0.2,0,0,0,0,1,14,11,356,6,305,1,3,1,1,30.4,16,10,0,7,23,7,9,2,15,0,5,10,6,22,11
