,Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received,Gls 90,Ast 90,G+A 90,G-PK 90,G+A-PK,xG 90,xAG 90,xG+xAG,npxG 90,npxG+xAG 90,Matches,A-xAG,Crosses into Penalty Area,Key Passes,Long Passes Attempted,Long Passes Completed,Long Passes Success %,Medium Passes Attempted,Medium Passes Completed,Medium Passes Success %,Passes into Final Third,Passes into Penalty Area,Progressive Passing Distance,Short Passes Attenpted,Short Passes Completed,Short Passes Success %,Total Passes Attempted,Total Passes Completed,Total Passes Success %,Total Passing Distance,xA,Corner Kick Outward,Corner Kick Straight,Corner Kicks,Corner Kicks Inward,Crosses,Dead-ball Passes,Free Kicks Passes,Live-ball Passes,Passes Blocked by Opponent,Passes Completed,Passes Offside,Switches,Through Balls,Throw Ins,% Dribblers Tackled,Challenges Lost,Clearances,Defensive Errors,Dribblers Tackled,Dribbles Challenged,Interceptions,Passes Blocked,Shots Blocked,Tackles,Tackles Att 3rd,Tackles Def 3rd,Tackles Mid 3rd,Tackles Won,Tackles+Interceptions,Total Blocks
429,414,William Machado,uy URU,MF,Deportivo Riestra,29-333,1994,6,3,269,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,7,2,28.6,22,15,68.2,7,0,204,19,12,63.2,56,32,57.1,520,0.0,0,0,0,0,0,0,0,56,2,32,0,0,1,0,20.0,4,0,0,1,5,4,1,0,6,2,1,3,4,10,1
430,415,Alejandro Maciel,ar ARG,DF,Banfield,27-006,1997,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,24,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches,-0.1,0,4,218,93,42.7,201,176,87.6,31,2,4651,76,70,92.1,517,344,66.5,8804,0.4,0,0,0,0,2,35,23,472,4,344,10,15,0,1,45.0,11,45,0,9,20,9,5,12,18,0,15,3,12,27,17
431,416,Ignacio Maestro Puch,ar ARG,FW,Independiente,20-259,2003,12,3,363,4.0,1,2,3,1,0,0,0,0,2.7,2.7,0.8,3.5,8,4,36,0.25,0.50,0.74,0.25,0.74,0.67,0.19,0.86,0.67,0.86,Matches,+1.2,1,10,2,2,100.0,14,9,64.3,1,2,88,48,38,79.2,77,53,68.8,617,0.6,0,0,0,0,3,5,0,71,4,53,1,0,0,0,66.7,1,1,0,2,3,1,4,0,4,2,0,2,2,5,4
432,417,Gonzalo Maffini,ar ARG,DF,Belgrano,31-102,1993,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,2,1,50.0,6,2,33.3,1,0,104,3,3,100.0,13,7,53.8,121,0.0,0,0,0,0,1,4,0,9,0,7,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,418,Francisco Maidana,ar ARG,MF,Independiente Rivadavia,22-121,2001,4,2,208,2.3,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,4,,
434,419,Mauro Maidana,ar ARG,DF,Independiente Rivadavia,33-291,1990,9,9,790,8.8,1,0,1,1,0,0,2,0,0.2,0.2,0.6,0.7,5,26,0,0.11,0.00,0.11,0.11,0.11,0.02,0.07,0.09,0.02,0.09,Matches,-0.6,1,2,120,69,57.5,189,166,87.8,25,1,3476,141,122,86.5,468,368,78.6,7660,0.1,0,0,0,0,1,89,38,379,4,368,0,6,0,22,57.1,3,35,1,4,7,8,5,4,13,0,8,5,11,21,9
435,420,Guido Mainero,ar ARG,"MF,FW",Instituto,29-036,1995,9,4,357,4.0,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,8,9,18,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.15,0.06,0.15,Matches,-0.4,1,4,17,6,35.3,31,26,83.9,3,1,300,46,37,80.4,109,72,66.1,1178,0.3,1,0,2,1,12,3,0,105,6,72,1,2,0,1,22.2,7,2,0,2,9,4,3,0,4,0,3,1,2,8,3
436,421,Víctor Malcorra,ar ARG,"MF,FW",Rosario Cent,36-279,1987,12,11,915,10.2,2,1,3,2,0,0,3,0,0.9,0.9,2.8,3.6,21,31,71,0.20,0.10,0.30,0.20,0.30,0.09,0.27,0.36,0.09,0.36,Matches,-1.8,7,27,98,48,49.0,108,79,73.1,17,11,1683,159,138,86.8,397,276,69.5,4951,2.9,18,0,34,9,78,74,30,319,17,276,4,3,2,10,46.2,7,2,0,6,13,3,7,0,12,2,3,7,9,15,7
437,422,Facundo Mallo,uy URU,DF,Rosario Cent,29-103,1995,14,13,1188,13.2,0,0,0,0,0,0,2,0,1.1,1.1,0.4,1.5,3,22,5,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.11,0.09,0.11,Matches,-0.4,0,4,159,80,50.3,192,167,87.0,23,3,3210,116,101,87.1,481,351,73.0,7881,0.2,0,0,0,0,2,22,21,459,4,351,0,10,0,1,60.0,8,65,0,12,20,25,4,11,22,0,18,4,16,47,15
438,423,Emanuel Mammana,ar ARG,DF,Vélez Sarsfield,28-078,1996,12,11,901,10.0,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,2,28,0,0.10,0.00,0.10,0.10,0.10,0.04,0.00,0.04,0.04,0.04,Matches,0.0,0,1,109,77,70.6,262,241,92.0,29,0,2949,103,91,88.3,483,412,85.3,9261,0.0,0,0,0,0,0,11,11,471,1,412,1,10,0,0,69.2,4,49,0,9,13,13,5,10,11,0,10,1,8,24,15
439,424,Ivo Mammini,ar ARG,"FW,MF",Gimnasia ELP,21-013,2003,11,7,606,6.7,1,0,1,1,0,0,2,0,1.3,1.3,0.5,1.8,6,10,37,0.15,0.00,0.15,0.15,0.15,0.19,0.07,0.26,0.19,0.26,Matches,-0.5,2,7,13,6,46.2,47,31,66.0,5,5,333,56,43,76.8,133,90,67.7,1373,0.3,3,0,4,0,13,15,0,118,5,90,0,1,0,1,37.5,5,12,0,3,8,5,5,0,9,3,0,6,3,14,5
440,425,Harrinson Mancilla,co COL,MF,CC Córdoba,32-128,1991,2,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,0.0,0,0,3,1,33.3,7,3,42.9,2,0,104,8,7,87.5,19,12,63.2,193,0.0,0,0,0,0,0,0,0,19,0,12,0,0,0,0,0.0,2,1,0,0,2,2,2,1,0,0,0,0,0,2,3
441,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
442,426,Federico Mancuello,ar ARG,MF,Independiente,35-033,1989,12,8,701,7.8,1,1,2,1,0,0,1,0,1.2,1.2,1.9,3.1,10,47,29,0.13,0.13,0.26,0.13,0.26,0.16,0.24,0.40,0.16,0.40,Matches,-0.9,5,21,88,40,45.5,145,119,82.1,31,9,1921,150,135,90.0,407,304,74.7,5534,1.8,19,0,34,9,66,79,34,326,6,304,2,1,0,4,35.0,13,5,0,7,20,5,2,0,11,0,1,10,7,16,2
443,427,Eros Mancuso,ar ARG,DF,Estudiantes,25-011,1999,11,11,990,11.0,2,0,2,2,0,0,4,0,0.9,0.9,1.7,2.6,20,44,64,0.18,0.00,0.18,0.18,0.18,0.08,0.16,0.24,0.08,0.24,Matches,-1.7,6,21,95,47,49.5,194,156,80.4,29,16,2484,230,202,87.8,545,413,75.8,7288,2.2,0,0,0,0,40,105,7,439,10,413,1,6,3,98,56.7,13,23,0,17,30,11,15,3,29,2,14,13,22,40,18
444,428,Matías Mansilla,ar ARG,GK,CC Córdoba,28-073,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,19,9,47.4,13,13,100.0,0,0,466,2,2,100.0,36,26,72.2,715,0.0,0,0,0,0,0,12,5,24,0,26,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,429,Matías Mansilla,ar ARG,GK,Estudiantes,28-073,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,172,71,41.3,138,137,99.3,4,0,4800,42,42,100.0,355,251,70.7,6659,0.1,0,0,0,0,0,148,27,207,1,251,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
446,430,Kevin Mantilla,co COL,DF,Talleres,20-342,2003,6,3,345,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,0.0,0,1,25,21,84.0,68,58,85.3,6,1,916,50,45,90.0,146,124,84.9,2483,0.1,0,0,0,0,0,6,6,140,2,124,0,1,0,0,100.0,0,17,1,5,5,6,4,3,7,0,7,0,4,13,7
447,431,Juan Manuel Insaurralde,ar ARG,DF,Sarmiento,39-208,1984,14,14,1260,14.0,1,0,1,1,0,0,5,0,0.6,0.6,0.1,0.7,13,44,2,0.07,0.00,0.07,0.07,0.07,0.05,0.00,0.05,0.05,0.05,Matches,-0.1,0,2,142,67,47.2,278,242,87.1,31,2,3531,104,89,85.6,532,399,75.0,8912,0.1,0,0,0,0,0,30,26,501,3,399,1,7,0,3,50.0,6,78,0,6,12,14,1,18,12,0,10,2,9,26,19
448,432,Juan Manuel Vázquez,ar ARG,MF,Independiente Rivadavia,29-278,1994,11,7,700,7.8,1,1,2,1,0,0,1,0,0.9,0.9,0.4,1.3,8,42,25,0.13,0.13,0.26,0.13,0.26,0.11,0.05,0.16,0.11,0.16,Matches,+0.6,2,8,49,33,67.3,136,112,82.4,43,3,1201,154,137,89.0,360,291,80.8,5212,0.5,1,0,6,4,23,19,10,339,5,291,2,8,1,3,73.3,4,6,0,11,15,3,5,2,17,4,5,8,9,20,7
449,433,Alexis Manyoma,co COL,MF,Estudiantes,21-116,2003,4,2,170,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,2,,
450,434,Javier Marcelo Correa,ar ARG,FW,Estudiantes,31-188,1992,12,10,831,9.2,3,2,5,3,0,0,1,0,2.7,2.7,2.4,5.1,22,23,74,0.32,0.22,0.54,0.32,0.54,0.28,0.25,0.53,0.28,0.53,Matches,-0.4,0,12,18,10,55.6,67,42,62.7,19,5,457,102,77,75.5,216,134,62.0,2034,1.8,0,0,0,0,3,13,1,202,6,134,1,0,3,4,30.8,9,15,0,4,13,4,7,1,13,3,1,9,5,17,8
451,435,Rafael Marcelo Delgado,ar ARG,DF,Belgrano,34-106,1990,3,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,2,6,4,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches,-0.1,0,3,24,12,50.0,39,22,56.4,6,1,706,33,25,75.8,101,60,59.4,1229,0.2,2,0,2,0,9,27,6,74,3,60,0,2,0,19,40.0,6,5,0,4,10,4,1,1,6,0,1,5,2,10,2
452,436,Tomás Marchiori,ar ARG,GK,Vélez Sarsfield,28-313,1995,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,155,74,47.7,142,141,99.3,0,0,4630,82,81,98.8,379,296,78.1,7084,0.0,0,0,0,0,0,150,24,229,0,296,0,0,0,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
453,437,Sasha Marcich,ar ARG,DF,Platense,25-335,1998,13,12,1104,12.3,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.3,20,37,54,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.10,0.05,0.10,Matches,-0.7,8,11,93,30,32.3,201,126,62.7,34,10,3016,199,160,80.4,526,323,61.4,5515,1.1,2,0,4,0,52,127,8,397,18,323,2,0,0,115,75.0,6,37,0,18,24,7,9,3,35,4,25,6,24,42,12
454,438,Francisco Marco,ar ARG,DF,Defensa y Just,20-304,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,0,,
455,439,Iván Marcone,ar ARG,MF,Independiente,33-330,1990,12,12,1056,11.7,0,0,0,0,0,0,4,1,0.3,0.3,0.0,0.3,7,75,6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,0.0,0,2,94,78,83.0,254,226,89.0,60,4,3650,229,210,91.7,604,517,85.6,9943,0.3,0,0,0,0,1,39,37,565,14,517,0,11,0,2,47.1,18,19,0,16,34,18,7,2,37,0,25,12,21,55,9
456,440,Matías Marín,cl CHI,"MF,FW",Belgrano,24-131,1999,7,3,310,3.4,1,0,1,1,0,0,0,0,0.6,0.6,0.0,0.6,3,19,13,0.29,0.00,0.29,0.29,0.29,0.17,0.00,0.17,0.17,0.17,Matches,0.0,0,1,34,15,44.1,59,42,71.2,11,4,617,51,43,84.3,153,104,68.0,1999,0.3,5,0,7,2,15,17,8,136,2,104,0,1,0,1,28.6,5,3,0,2,7,2,4,0,5,0,3,2,4,7,4
457,441,Alan Marinelli,ar ARG,"MF,DF",Platense,25-021,1999,5,0,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,0.0,0,0,1,0,0.0,7,3,42.9,2,0,54,17,14,82.4,28,17,60.7,200,0.0,0,0,0,0,4,2,0,26,1,17,0,0,0,2,,0,1,0,0,0,0,3,0,1,0,1,0,0,1,3
458,442,Gonzalo Marinelli,ar ARG,GK,Independiente Rivadavia,35-081,1989,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,192,98,51.0,120,117,97.5,7,0,6337,42,42,100.0,355,258,72.7,7860,0.0,0,0,0,0,0,115,45,240,0,258,0,2,0,0,,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
459,443,Gonzalo Maroni,ar ARG,"MF,FW",Tigre,25-041,1999,12,3,435,4.8,0,0,0,0,0,0,2,0,0.9,0.9,0.6,1.5,18,29,16,0.00,0.00,0.00,0.00,0.00,0.19,0.12,0.31,0.19,0.31,Matches,-0.6,0,9,18,13,72.2,77,59,76.6,25,2,914,102,79,77.5,209,154,73.7,2521,0.4,3,0,7,3,9,20,7,189,7,154,0,2,0,6,33.3,10,3,0,5,15,3,2,0,10,1,6,3,5,13,2
460,444,Enzo Martín Roldán,ar ARG,MF,CA Unión,23-142,2000,5,2,197,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,10,8,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Matches,-0.1,0,3,10,5,50.0,31,22,71.0,2,1,304,43,36,83.7,88,63,71.6,963,0.0,1,0,2,1,5,4,2,84,2,63,0,0,0,0,66.7,1,2,0,2,3,3,3,0,2,0,0,2,2,5,3
461,445,Adrián Martínez,ar ARG,FW,Racing Club,31-296,1992,14,13,1128,12.5,12,1,13,12,0,0,4,0,7.2,7.2,1.0,8.2,15,24,63,0.96,0.08,1.04,0.96,1.04,0.57,0.08,0.65,0.57,0.65,Matches,0.0,1,14,12,7,58.3,65,46,70.8,16,3,438,109,84,77.1,208,142,68.3,2078,1.1,0,0,0,0,4,4,0,204,8,142,0,1,2,0,42.9,4,9,0,3,7,4,7,0,7,4,1,2,3,11,7
462,446,Alejandro Martínez,ar ARG,"FW,MF",Talleres,27-012,1997,9,6,546,6.1,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,13,16,53,0.16,0.16,0.33,0.16,0.33,0.16,0.10,0.26,0.16,0.26,Matches,+0.4,3,12,24,16,66.7,44,36,81.8,13,6,587,56,45,80.4,137,100,73.0,1806,0.6,6,0,9,1,19,13,2,124,9,100,0,1,0,2,36.4,7,6,0,4,11,1,9,1,7,5,0,2,6,8,10
463,447,Damián Martínez,ar ARG,DF,Rosario Cent,34-088,1990,6,6,490,5.4,0,0,0,0,0,0,4,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,3,,,,,,,5,,
464,448,David Martínez,,MF,Independiente,,,12,4,443,4.9,0,0,0,0,0,0,2,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,7,,,,,,,10,,
465,449,Luca Martínez,mx MEX,FW,Rosario Cent,23-102,2001,10,9,641,7.1,2,0,2,2,0,0,0,0,,,,,,,,0.28,0.00,0.28,0.28,0.28,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,0,,
466,450,Mauricio Martínez,ar ARG,MF,Rosario Cent,31-068,1993,11,5,510,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.9,1.0,8,32,7,0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.18,0.02,0.18,Matches,-0.9,0,3,58,43,74.1,113,100,88.5,37,2,1193,105,86,81.9,288,235,81.6,4820,0.4,0,0,0,0,2,13,10,273,4,235,2,9,1,3,55.6,4,7,0,5,9,7,6,3,13,1,8,4,6,20,9
467,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
468,451,Roger Martínez,co COL,FW,Racing Club,29-310,1994,7,3,317,3.5,2,0,2,2,0,0,0,0,0.9,0.9,0.4,1.3,11,12,30,0.57,0.00,0.57,0.57,0.57,0.25,0.12,0.37,0.25,0.37,Matches,-0.4,0,3,2,2,100.0,22,13,59.1,5,6,225,49,37,75.5,82,57,69.5,758,0.2,0,0,0,0,2,1,0,80,2,57,1,0,1,0,0.0,2,5,0,0,2,1,5,0,3,1,0,2,2,4,5
469,452,Ronaldo Martínez,py PAR,"FW,MF",Platense,28-003,1996,14,10,769,8.5,1,1,2,1,0,0,3,0,1.6,1.6,1.3,3.0,4,17,49,0.12,0.12,0.23,0.12,0.23,0.19,0.16,0.35,0.19,0.35,Matches,-0.3,0,9,11,3,27.3,57,31,54.4,7,4,450,99,57,57.6,189,94,49.7,1278,0.9,0,0,0,0,2,12,0,177,8,94,0,0,0,0,27.3,8,14,0,3,11,2,1,2,7,1,3,3,3,9,3
470,453,Ángelo Martino,ar ARG,DF,Newell's OB,25-328,1998,12,12,1019,11.3,0,3,3,0,0,0,5,0,0.2,0.2,2.3,2.5,35,36,50,0.00,0.26,0.26,0.00,0.26,0.01,0.21,0.22,0.01,0.22,Matches,+0.7,7,16,70,22,31.4,223,163,73.1,29,11,2918,225,182,80.9,566,382,67.5,6069,1.4,0,0,0,0,47,110,1,454,25,382,2,0,0,109,60.0,8,28,0,12,20,16,13,3,22,2,15,5,15,38,16
471,454,Gastón Martirena,uy URU,"DF,MF",Racing Club,24-114,2000,4,3,217,2.4,0,2,2,0,0,0,1,0,0.1,0.1,0.5,0.6,1,2,10,0.00,0.83,0.83,0.00,0.83,0.05,0.20,0.25,0.05,0.25,Matches,+1.5,1,4,16,8,50.0,32,22,68.8,3,3,309,22,18,81.8,78,49,62.8,1012,0.1,0,0,0,0,8,16,1,61,3,49,1,1,0,15,42.9,4,3,0,3,7,3,1,0,8,0,5,3,4,11,1
472,455,Emmanuel Más,ar ARG,DF,Independiente Rivadavia,35-104,1989,10,9,713,7.9,0,1,1,0,0,0,0,0,,,,,,,,0.00,0.13,0.13,0.00,0.13,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,8,,,,,,,3,,
473,456,Franco Mastantuono,ar ARG,"FW,MF",River Plate,16-258,2007,9,2,292,3.2,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.1,16,16,36,0.00,0.00,0.00,0.00,0.00,0.29,0.05,0.34,0.29,0.34,Matches,-0.2,1,4,12,8,66.7,37,30,81.1,8,7,419,67,56,83.6,129,102,79.1,1511,0.5,1,0,3,1,6,8,4,121,4,102,0,0,1,0,60.0,2,1,0,3,5,3,2,0,8,2,3,3,5,11,2
474,457,Facundo Mater,ar ARG,DF,Barracas Central,25-280,1998,14,14,1233,13.7,0,1,1,0,0,0,3,0,0.7,0.7,0.3,1.0,29,42,22,0.00,0.07,0.07,0.00,0.07,0.05,0.02,0.07,0.05,0.07,Matches,+0.7,1,5,89,40,44.9,221,157,71.0,36,8,3766,295,250,84.7,659,456,69.2,7422,0.6,0,0,0,0,12,179,15,476,23,456,4,3,3,164,55.8,23,55,1,29,52,26,19,8,45,1,38,6,30,71,27
475,458,Guillermo Matías Fernández,ar ARG,MF,Boca Juniors,32-200,1991,9,7,633,7.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.2,6,43,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,-0.1,0,5,56,43,76.8,182,156,85.7,32,2,2013,162,145,89.5,418,351,84.0,6446,0.2,5,0,6,0,8,25,17,392,2,351,1,5,0,2,40.0,9,11,0,6,15,10,5,1,15,1,8,6,10,25,6
476,459,Diego Matías Rodríguez,ar ARG,GK,Argentinos Jun,34-308,1989,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,265,132,49.8,183,180,98.4,8,0,7941,27,27,100.0,477,340,71.3,10659,0.0,0,0,0,0,0,124,36,352,0,340,1,0,0,0,0.0,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0
477,460,José Mauri,it ITA,MF,Sarmiento,27-348,1996,11,10,687,7.6,1,1,2,1,0,0,4,0,0.8,0.8,0.3,1.2,4,23,15,0.13,0.13,0.26,0.13,0.26,0.11,0.04,0.15,0.11,0.15,Matches,+0.7,0,10,38,26,68.4,85,72,84.7,23,2,1040,108,91,84.3,250,196,78.4,3523,0.3,1,0,1,0,5,9,5,239,4,196,2,3,0,3,32.1,19,5,0,9,28,4,8,2,23,1,7,15,13,27,10
478,461,Guillermo May,uy URU,"FW,MF",Newell's OB,26-048,1998,12,6,557,6.2,0,1,1,0,0,0,0,0,1.1,1.1,0.9,1.9,10,9,39,0.00,0.16,0.16,0.00,0.16,0.17,0.14,0.31,0.17,0.31,Matches,+0.1,1,7,15,10,66.7,51,41,80.4,5,2,311,68,58,85.3,160,122,76.3,1854,0.6,0,0,0,0,10,5,0,155,7,122,0,4,0,2,50.0,3,6,0,3,6,3,5,0,8,2,1,5,8,11,5
479,462,Walter Mazzantti,ar ARG,"FW,MF",CA Huracán,27-236,1996,12,12,899,10.0,3,1,4,3,0,0,3,1,2.1,2.1,0.7,2.7,30,15,63,0.30,0.10,0.40,0.30,0.40,0.21,0.07,0.27,0.21,0.27,Matches,+0.3,3,8,21,12,57.1,65,39,60.0,9,7,617,102,85,83.3,210,143,68.1,2064,1.1,0,0,0,0,29,4,0,204,7,143,2,1,0,4,42.3,15,6,0,11,26,4,15,0,24,8,8,8,15,28,15
480,463,Cristian Medina,ar ARG,MF,Boca Juniors,21-332,2002,9,9,686,7.6,2,1,3,2,0,0,5,1,1.5,1.5,0.3,1.8,21,59,28,0.26,0.13,0.39,0.26,0.39,0.20,0.04,0.24,0.20,0.24,Matches,+0.7,1,4,25,16,64.0,160,145,90.6,43,8,1571,212,193,91.0,422,365,86.5,5545,0.5,0,0,0,0,8,14,3,407,8,365,1,0,1,3,26.7,11,13,0,4,15,4,8,2,9,1,2,6,8,13,10
481,464,Sebastián Medina,ar ARG,"DF,MF",Tigre,24-044,2000,3,2,172,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,5,4,10,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches,-0.2,0,1,8,2,25.0,16,9,56.3,3,0,234,25,24,96.0,61,39,63.9,495,0.2,0,0,1,1,7,9,0,51,4,39,1,0,0,8,0.0,1,3,0,0,1,2,2,0,2,0,1,1,1,4,2
482,465,Tobías Medina,ar ARG,"MF,FW",San Lorenzo,20-056,2004,7,3,252,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,19,18,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.11,0.09,0.11,Matches,0.0,0,2,13,7,53.8,34,25,73.5,8,2,340,49,44,89.8,108,83,76.9,1196,0.1,3,0,6,1,14,13,5,95,3,83,0,0,0,2,77.8,2,0,0,7,9,0,2,0,8,1,1,6,5,8,2
483,466,Andrés Mehring,ar ARG,GK,CC Córdoba,30-009,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,69,27,39.1,37,33,89.2,2,0,1862,19,19,100.0,128,82,64.1,2274,0.0,0,0,0,0,0,55,10,73,0,82,0,0,0,0,100.0,0,4,0,1,1,0,0,0,1,0,1,0,0,1,0
484,467,Juan Meli,ar ARG,DF,CC Córdoba,23-240,2000,9,5,617,6.9,0,1,1,0,0,0,1,0,,,,,,,,0.00,0.15,0.15,0.00,0.15,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,6,,,,,,,7,,
